,id,true_class,cam_prediction,cam_certainty,cam_first_prob_pcc,cam_second_prob_pcc,cam_true_class_pcc,cam_all_probas
19,aeroplane_2011_001081.jpg,aeroplane,aeroplane,1.0,0.6342446682326017,0.16280994702147844,0.6342446682326017,"[('aeroplane', 1.0), ('boat', 5.9594947e-09), ('horse', 1.2377427e-11), ('motorbike', 1.7253513e-12), ('bicycle', 4.3959716e-14), ('dog', 1.29721055e-14), ('cow', 1.1014744e-14), ('cat', 1.4937631e-15), ('diningtable', 4.72181e-16), ('sofa', 1.3776994e-16)]"
20,aeroplane_2010_004063.jpg,aeroplane,aeroplane,0.9993352293968201,0.7545105799247008,0.748690479289023,0.7545105799247008,"[('aeroplane', 0.9993352), ('boat', 0.00037240447), ('dog', 0.00010012191), ('bicycle', 8.354003e-05), ('horse', 6.40985e-05), ('cat', 2.4932988e-05), ('cow', 1.1196811e-05), ('diningtable', 3.4865488e-06), ('motorbike', 2.768164e-06), ('sofa', 2.168763e-06)]"
21,aeroplane_2010_000285.jpg,aeroplane,aeroplane,0.9999144077301025,0.6263814022517663,0.45569431029240237,0.6263814022517663,"[('aeroplane', 0.9999144), ('dog', 2.5743553e-05), ('horse', 2.5040687e-05), ('bicycle', 1.5260306e-05), ('cat', 1.0226289e-05), ('motorbike', 5.5241653e-06), ('boat', 2.5079964e-06), ('sofa', 6.365559e-07), ('cow', 3.5958757e-07), ('diningtable', 2.2171598e-07)]"
22,aeroplane_2009_000545.jpg,aeroplane,aeroplane,0.8270934224128723,0.5575002100162444,0.5215433203896795,0.5575002100162444,"[('aeroplane', 0.8270934), ('boat', 0.17288798), ('bicycle', 1.6712356e-05), ('dog', 1.5105174e-06), ('motorbike', 3.4466575e-07), ('horse', 8.8504656e-08), ('cow', 3.4132435e-09), ('cat', 3.4582814e-10), ('diningtable', 7.57126e-11), ('sofa', 4.0503708e-11)]"
23,aeroplane_2008_004348.jpg,aeroplane,dog,0.48530468344688416,0.5760644253230995,0.32073796742816385,0.32073796742816385,"[('dog', 0.48530468), ('aeroplane', 0.28503937), ('cow', 0.11540671), ('sofa', 0.08267004), ('horse', 0.011621622), ('motorbike', 0.008325034), ('bicycle', 0.0054152557), ('cat', 0.003693204), ('boat', 0.0025148382), ('diningtable', 9.23699e-06)]"
24,aeroplane_2009_001090.jpg,aeroplane,aeroplane,0.9999997615814209,0.691303100403235,0.5315019265150067,0.691303100403235,"[('aeroplane', 0.99999976), ('boat', 2.2355883e-07), ('diningtable', 1.2248583e-08), ('cat', 1.12159976e-10), ('bicycle', 6.519152e-11), ('sofa', 4.9089805e-11), ('dog', 4.1396223e-11), ('horse', 2.822638e-11), ('motorbike', 1.5658504e-11), ('cow', 5.894681e-13)]"
25,aeroplane_2008_007629.jpg,aeroplane,aeroplane,0.7007147073745728,0.32237893486082997,0.18579447639850627,0.32237893486082997,"[('aeroplane', 0.7007147), ('boat', 0.29886037), ('diningtable', 0.00031491934), ('horse', 0.00010254292), ('motorbike', 4.6463115e-06), ('bicycle', 1.261155e-06), ('sofa', 1.0970437e-06), ('cow', 2.8504698e-07), ('dog', 1.8290723e-07), ('cat', 1.6328373e-08)]"
26,aeroplane_2011_003111.jpg,aeroplane,aeroplane,0.9999995231628418,0.6022643434771784,0.38097344722001725,0.6022643434771784,"[('aeroplane', 0.9999995), ('boat', 2.1317932e-07), ('bicycle', 1.6200143e-07), ('horse', 5.7249302e-08), ('cat', 3.7260364e-08), ('cow', 3.3842895e-08), ('diningtable', 3.080379e-08), ('sofa', 1.0286969e-08), ('motorbike', 4.668282e-09), ('dog', 3.9863655e-09)]"
27,aeroplane_2011_002751.jpg,aeroplane,aeroplane,0.99993896484375,0.8056557682678573,0.46570805257248754,0.8056557682678573,"[('aeroplane', 0.99993896), ('motorbike', 6.043561e-05), ('bicycle', 5.431463e-07), ('dog', 7.938934e-08), ('cat', 1.9336184e-08), ('horse', 9.124642e-09), ('cow', 6.1317698e-09), ('sofa', 9.573323e-10), ('boat', 7.427618e-11), ('diningtable', 5.5393964e-11)]"
28,aeroplane_2008_004532.jpg,aeroplane,aeroplane,1.0,0.6404695617969862,0.3511897883672236,0.6404695617969862,"[('aeroplane', 1.0), ('bicycle', 1.9946027e-15), ('motorbike', 1.9253239e-15), ('boat', 1.4312922e-15), ('horse', 1.7439618e-16), ('sofa', 4.4126062e-17), ('diningtable', 2.3863023e-19), ('cat', 1.0902973e-19), ('cow', 8.025957e-20), ('dog', 3.905531e-20)]"
29,aeroplane_2010_003458.jpg,aeroplane,aeroplane,0.9999805688858032,0.6310992791027142,0.45559510963039634,0.6310992791027142,"[('aeroplane', 0.99998057), ('cat', 1.0451693e-05), ('dog', 4.4708863e-06), ('boat', 2.2041518e-06), ('bicycle', 1.1836958e-06), ('motorbike', 5.0009817e-07), ('sofa', 3.4359547e-07), ('horse', 2.9946244e-07), ('cow', 3.027652e-08), ('diningtable', 1.1399504e-08)]"
30,aeroplane_2008_000585.jpg,aeroplane,aeroplane,0.9999998807907104,0.8059979906097342,0.15887208180703788,0.8059979906097342,"[('aeroplane', 0.9999999), ('boat', 8.138912e-08), ('horse', 1.10007406e-10), ('motorbike', 2.042292e-12), ('dog', 1.3058932e-12), ('diningtable', 1.0750921e-12), ('bicycle', 4.959647e-13), ('sofa', 1.7980234e-13), ('cow', 1.7254547e-14), ('cat', 1.17901675e-14)]"
31,aeroplane_2008_002151.jpg,aeroplane,aeroplane,0.9999936819076538,0.5586794943812164,0.2584615196738081,0.5586794943812164,"[('aeroplane', 0.9999937), ('boat', 5.3113126e-06), ('bicycle', 8.266907e-07), ('motorbike', 9.1897014e-08), ('dog', 5.93771e-08), ('horse', 1.9221629e-08), ('diningtable', 7.1303194e-09), ('cow', 1.464318e-10), ('sofa', 6.454958e-11), ('cat', 9.373079e-12)]"
32,aeroplane_2010_005301.jpg,aeroplane,aeroplane,0.999998927116394,0.7257425838012234,0.35952784190436093,0.7257425838012234,"[('aeroplane', 0.9999989), ('boat', 1.0159401e-06), ('motorbike', 2.3183356e-08), ('bicycle', 7.548065e-10), ('horse', 4.0522405e-11), ('dog', 2.0440056e-11), ('cow', 2.7823617e-13), ('diningtable', 4.6771892e-14), ('sofa', 1.2745087e-14), ('cat', 1.22582794e-14)]"
33,aeroplane_2010_000250.jpg,aeroplane,aeroplane,0.9998544454574585,0.3922547958664794,0.2867992667692099,0.3922547958664794,"[('aeroplane', 0.99985445), ('motorbike', 0.00010213878), ('boat', 3.211442e-05), ('bicycle', 8.2254355e-06), ('horse', 2.8365253e-06), ('dog', 2.6925986e-07), ('sofa', 3.0587557e-09), ('diningtable', 2.1567015e-09), ('cow', 6.0817945e-10), ('cat', 3.57571e-11)]"
34,aeroplane_2011_002552.jpg,aeroplane,aeroplane,1.0,-0.1073508924007178,0.12154973530697802,-0.1073508924007178,"[('aeroplane', 1.0), ('boat', 2.288075e-08), ('diningtable', 5.5654065e-11), ('cow', 1.591433e-13), ('cat', 8.3630544e-14), ('motorbike', 8.0541686e-14), ('dog', 2.7795042e-14), ('horse', 1.2734895e-14), ('sofa', 1.1881858e-16), ('bicycle', 4.6985033e-17)]"
35,aeroplane_2008_000805.jpg,aeroplane,aeroplane,0.9149863719940186,0.5792603675001108,0.3318907087634118,0.5792603675001108,"[('aeroplane', 0.9149864), ('boat', 0.0842099), ('horse', 0.00044538255), ('motorbike', 0.00033571804), ('dog', 2.0585981e-05), ('bicycle', 8.893115e-07), ('cow', 6.3001454e-07), ('sofa', 4.6625232e-07), ('cat', 1.2739186e-08), ('diningtable', 5.181414e-09)]"
36,aeroplane_2008_002551.jpg,aeroplane,aeroplane,0.9847247004508972,0.0015013549090021046,0.3337877926658177,0.0015013549090021046,"[('aeroplane', 0.9847247), ('sofa', 0.007975596), ('boat', 0.0038032138), ('dog', 0.0021481027), ('motorbike', 0.00084124046), ('cat', 0.00018948725), ('cow', 0.00015689475), ('horse', 5.557288e-05), ('diningtable', 5.4850378e-05), ('bicycle', 5.030268e-05)]"
37,aeroplane_2009_003571.jpg,aeroplane,aeroplane,0.9999610185623169,0.3281979159010666,0.5224899175439934,0.3281979159010666,"[('aeroplane', 0.999961), ('boat', 3.8589926e-05), ('motorbike', 2.2107051e-07), ('bicycle', 1.0272814e-07), ('sofa', 5.3965135e-09), ('horse', 3.4939676e-09), ('dog', 7.95221e-10), ('cat', 1.7129506e-10), ('diningtable', 9.878029e-11), ('cow', 8.7354554e-11)]"
38,aeroplane_2008_004239.jpg,aeroplane,aeroplane,0.9999775886535645,0.6678976467591029,0.4622336072972061,0.6678976467591029,"[('aeroplane', 0.9999776), ('boat', 1.2562188e-05), ('horse', 9.2940745e-06), ('motorbike', 1.7942445e-07), ('cow', 1.4099714e-07), ('bicycle', 1.3992819e-07), ('dog', 4.7176e-08), ('sofa', 4.0058663e-09), ('diningtable', 1.6637514e-09), ('cat', 1.0061598e-10)]"
39,aeroplane_2008_001380.jpg,aeroplane,aeroplane,0.9997257590293884,0.5614020252041869,0.44548003252980467,0.5614020252041869,"[('aeroplane', 0.99972576), ('bicycle', 0.00021210828), ('motorbike', 2.628901e-05), ('sofa', 1.6923224e-05), ('dog', 1.0129025e-05), ('cat', 5.4637876e-06), ('cow', 1.5204314e-06), ('horse', 1.3436328e-06), ('boat', 3.4707216e-07), ('diningtable', 4.6614375e-08)]"
40,aeroplane_2009_002448.jpg,aeroplane,aeroplane,0.9999690055847168,0.44354828935379864,0.41879720047800983,0.44354828935379864,"[('aeroplane', 0.999969), ('horse', 1.4560781e-05), ('bicycle', 6.2630033e-06), ('motorbike', 2.544503e-06), ('sofa', 2.521968e-06), ('dog', 2.5160632e-06), ('boat', 1.2452921e-06), ('cow', 5.807528e-07), ('cat', 4.7482774e-07), ('diningtable', 2.544902e-07)]"
41,aeroplane_2009_002674.jpg,aeroplane,aeroplane,0.9999991655349731,0.5381129016443397,0.39625724602882034,0.5381129016443397,"[('aeroplane', 0.99999917), ('dog', 4.2504251e-07), ('cat', 2.2380699e-07), ('bicycle', 8.981084e-08), ('horse', 6.814644e-08), ('motorbike', 6.151342e-08), ('boat', 6.849734e-09), ('diningtable', 5.2877063e-09), ('sofa', 6.028091e-10), ('cow', 2.1549813e-10)]"
42,aeroplane_2008_002000.jpg,aeroplane,aeroplane,0.99920254945755,0.650922139087249,0.45233941662468985,0.650922139087249,"[('aeroplane', 0.99920255), ('motorbike', 0.00073463656), ('boat', 4.3439584e-05), ('sofa', 1.0147154e-05), ('horse', 5.2648115e-06), ('bicycle', 3.3790234e-06), ('dog', 4.545323e-07), ('diningtable', 4.6929962e-08), ('cat', 2.8890716e-08), ('cow', 1.1141379e-08)]"
43,aeroplane_2009_003107.jpg,aeroplane,aeroplane,1.0,0.5027489913040404,0.5404558911688008,0.5027489913040404,"[('aeroplane', 1.0), ('bicycle', 4.064842e-10), ('boat', 1.1621913e-10), ('motorbike', 1.5190212e-11), ('horse', 1.3819268e-11), ('cow', 1.1504416e-12), ('dog', 8.3674777e-13), ('cat', 8.4588993e-16), ('diningtable', 1.9871516e-16), ('sofa', 2.2253756e-17)]"
44,aeroplane_2008_006623.jpg,aeroplane,aeroplane,1.0,0.48139352800395196,0.47008497342069533,0.48139352800395196,"[('aeroplane', 1.0), ('motorbike', 5.2624767e-13), ('boat', 2.5036088e-13), ('bicycle', 1.0576262e-14), ('horse', 1.1907183e-15), ('dog', 4.207522e-16), ('diningtable', 2.6838444e-17), ('sofa', 2.0325988e-17), ('cat', 1.2097681e-17), ('cow', 1.3303477e-19)]"
45,aeroplane_2009_002272.jpg,aeroplane,aeroplane,0.9997643828392029,0.48336636663997695,0.36211947009255424,0.48336636663997695,"[('aeroplane', 0.9997644), ('cat', 0.00022164774), ('sofa', 6.8523436e-06), ('boat', 4.613935e-06), ('dog', 1.3593058e-06), ('bicycle', 5.565953e-07), ('horse', 4.233248e-07), ('diningtable', 1.064849e-07), ('motorbike', 9.778278e-08), ('cow', 1.4913129e-08)]"
46,aeroplane_2010_001950.jpg,aeroplane,aeroplane,0.9996351003646851,0.5499584506047094,0.41073626029600174,0.5499584506047094,"[('aeroplane', 0.9996351), ('dog', 0.00021775127), ('boat', 0.000100843645), ('motorbike', 2.1011498e-05), ('bicycle', 1.8002022e-05), ('sofa', 4.6930095e-06), ('cat', 1.5580006e-06), ('horse', 6.5586545e-07), ('diningtable', 4.0522744e-07), ('cow', 1.6553495e-08)]"
47,aeroplane_2008_003033.jpg,aeroplane,cat,0.352802574634552,0.0073654402186274295,0.06951666230857,0.0260349306032934,"[('cat', 0.35280257), ('dog', 0.2195709), ('bicycle', 0.16868292), ('diningtable', 0.1378869), ('motorbike', 0.055361096), ('boat', 0.025462314), ('aeroplane', 0.022786593), ('cow', 0.014776558), ('horse', 0.0023923365), ('sofa', 0.00027785898)]"
48,aeroplane_2010_003801.jpg,aeroplane,aeroplane,1.0,0.5464381317918837,0.3087139338886859,0.5464381317918837,"[('aeroplane', 1.0), ('motorbike', 1.1318326e-08), ('boat', 6.1546066e-09), ('bicycle', 1.3116035e-10), ('horse', 1.5816062e-11), ('dog', 1.7717963e-13), ('diningtable', 1.0918094e-13), ('sofa', 8.5815354e-14), ('cow', 3.0807338e-15), ('cat', 6.9211983e-16)]"
49,aeroplane_2009_003309.jpg,aeroplane,aeroplane,0.9606130123138428,0.21920023338848318,0.15562334504243058,0.21920023338848318,"[('aeroplane', 0.960613), ('boat', 0.029059418), ('dog', 0.006284345), ('bicycle', 0.003451528), ('horse', 0.0005633315), ('motorbike', 1.705296e-05), ('diningtable', 5.165896e-06), ('sofa', 4.5798433e-06), ('cow', 9.3185645e-07), ('cat', 6.7070476e-07)]"
50,aeroplane_2011_001476.jpg,aeroplane,aeroplane,0.3089999556541443,0.13769368882271157,0.15567753276017962,0.13769368882271157,"[('aeroplane', 0.30899996), ('boat', 0.26821816), ('cow', 0.15100823), ('motorbike', 0.11754054), ('horse', 0.1033528), ('bicycle', 0.03449017), ('dog', 0.010000801), ('diningtable', 0.0042623184), ('sofa', 0.001679615), ('cat', 0.0004473321)]"
51,aeroplane_2008_000883.jpg,aeroplane,aeroplane,0.6387181282043457,0.3057173467735849,0.07613239171617102,0.3057173467735849,"[('aeroplane', 0.6387181), ('motorbike', 0.3321393), ('dog', 0.018683022), ('diningtable', 0.0056788013), ('cat', 0.004160683), ('boat', 0.00038903163), ('sofa', 0.00020459005), ('cow', 1.8217319e-05), ('horse', 8.214142e-06), ('bicycle', 8.248029e-08)]"
52,aeroplane_2008_008043.jpg,aeroplane,bicycle,0.5121949911117554,0.4184793603057432,0.15552954103705713,0.4806275569085131,"[('bicycle', 0.512195), ('dog', 0.2248369), ('motorbike', 0.15041801), ('cat', 0.057895273), ('aeroplane', 0.035700195), ('boat', 0.014637439), ('horse', 0.0023996015), ('cow', 0.00079232926), ('sofa', 0.0005806939), ('diningtable', 0.00054453395)]"
53,aeroplane_2008_005889.jpg,aeroplane,aeroplane,0.999996542930603,0.47122069812078377,0.40567024051098866,0.47122069812078377,"[('aeroplane', 0.99999654), ('diningtable', 2.519427e-06), ('bicycle', 7.884495e-07), ('motorbike', 9.781183e-08), ('sofa', 3.613937e-08), ('cat', 2.6102004e-08), ('boat', 6.098775e-09), ('dog', 4.7485984e-09), ('horse', 3.3508203e-09), ('cow', 1.4234502e-10)]"
54,aeroplane_2009_002770.jpg,aeroplane,bicycle,0.6937960982322693,0.5810026714314526,0.7055627617378855,0.2328992151690491,"[('bicycle', 0.6937961), ('dog', 0.19085757), ('motorbike', 0.06205073), ('diningtable', 0.02402996), ('cow', 0.013958252), ('cat', 0.0073557296), ('aeroplane', 0.0039933375), ('horse', 0.0029265825), ('boat', 0.0009946176), ('sofa', 3.712068e-05)]"
55,aeroplane_2008_006933.jpg,aeroplane,aeroplane,0.9991713762283325,0.1291930946517781,0.17933905254995336,0.1291930946517781,"[('aeroplane', 0.9991714), ('boat', 0.00081149506), ('motorbike', 1.2940617e-05), ('dog', 1.0948891e-06), ('diningtable', 1.0873168e-06), ('horse', 8.770814e-07), ('cow', 6.472869e-07), ('bicycle', 2.7245704e-07), ('cat', 1.8501132e-07), ('sofa', 1.5265188e-07)]"
56,aeroplane_2010_005022.jpg,aeroplane,aeroplane,0.9999996423721313,0.5401031759186965,0.3888977368974345,0.5401031759186965,"[('aeroplane', 0.99999964), ('boat', 2.1974552e-07), ('motorbike', 8.242076e-08), ('bicycle', 1.4869682e-08), ('horse', 1.5328987e-10), ('cow', 7.530624e-11), ('dog', 5.455824e-11), ('cat', 1.7717154e-12), ('diningtable', 2.991949e-13), ('sofa', 2.9622626e-13)]"
57,aeroplane_2008_008150.jpg,aeroplane,aeroplane,0.9693528413772583,0.2896742445123945,0.40457413261099595,0.2896742445123945,"[('aeroplane', 0.96935284), ('bicycle', 0.007307895), ('motorbike', 0.0066932235), ('dog', 0.0059014875), ('diningtable', 0.0032739986), ('cat', 0.002124578), ('boat', 0.0019112908), ('cow', 0.0014237403), ('horse', 0.0012256046), ('sofa', 0.000785348)]"
58,aeroplane_2010_003053.jpg,aeroplane,aeroplane,0.9999998807907104,0.6757529208666448,0.6169863472212677,0.6757529208666448,"[('aeroplane', 0.9999999), ('boat', 6.7829305e-08), ('cow', 2.0204062e-11), ('motorbike', 7.7468075e-12), ('diningtable', 4.337797e-12), ('bicycle', 3.7646912e-12), ('horse', 2.2951116e-12), ('sofa', 1.8010481e-12), ('cat', 9.0998335e-14), ('dog', 4.2719263e-14)]"
59,aeroplane_2011_002380.jpg,aeroplane,aeroplane,0.9999970197677612,0.46945906859122005,0.4105492604508267,0.46945906859122005,"[('aeroplane', 0.999997), ('boat', 2.9229864e-06), ('horse', 1.1827694e-08), ('cow', 3.1854641e-09), ('bicycle', 6.100531e-10), ('cat', 2.4643113e-10), ('dog', 1.3947052e-10), ('motorbike', 1.03453524e-10), ('diningtable', 2.119778e-11), ('sofa', 1.3635074e-13)]"
60,aeroplane_2008_004165.jpg,aeroplane,aeroplane,0.9999964237213135,0.7064184340173247,0.7693327417303992,0.7064184340173247,"[('aeroplane', 0.9999964), ('boat', 2.8055515e-06), ('bicycle', 6.018123e-07), ('cat', 8.927075e-08), ('dog', 3.3206007e-08), ('sofa', 3.140645e-08), ('motorbike', 2.651669e-08), ('horse', 2.4295794e-08), ('cow', 6.346126e-09), ('diningtable', 2.6491181e-10)]"
61,aeroplane_2011_002346.jpg,aeroplane,aeroplane,1.0,0.6785069226118658,0.49260114993755566,0.6785069226118658,"[('aeroplane', 1.0), ('boat', 2.307414e-09), ('motorbike', 7.080704e-10), ('bicycle', 1.181766e-10), ('horse', 4.1881644e-11), ('diningtable', 3.144002e-11), ('sofa', 8.688864e-12), ('dog', 8.517455e-13), ('cow', 6.8242416e-14), ('cat', 3.3091714e-14)]"
62,aeroplane_2011_001753.jpg,aeroplane,aeroplane,1.0,0.45527278091146267,0.22609527841551896,0.45527278091146267,"[('aeroplane', 1.0), ('bicycle', 1.2391975e-08), ('cow', 5.6384925e-10), ('cat', 5.3964744e-10), ('boat', 1.9268634e-11), ('motorbike', 1.9230962e-11), ('diningtable', 1.8337708e-12), ('dog', 4.977482e-13), ('sofa', 4.347984e-13), ('horse', 8.85989e-14)]"
